elapsed_ms,kind,source,opcode,len,label,value,iso_time,session_label
3034958,hr,0x2A37,,,hr,64,2026-06-13T00:31:53Z,gate-e-overnight-checkpoint-run
3035857,hr,0x2A37,,,hr,63,2026-06-13T00:31:54Z,gate-e-overnight-checkpoint-run
3036909,hr,0x2A37,,,hr,63,2026-06-13T00:31:55Z,gate-e-overnight-checkpoint-run
3037825,hr,0x2A37,,,hr,63,2026-06-13T00:31:56Z,gate-e-overnight-checkpoint-run
3038707,hr,0x2A37,,,hr,63,2026-06-13T00:31:57Z,gate-e-overnight-checkpoint-run
3039758,hr,0x2A37,,,hr,61,2026-06-13T00:31:58Z,gate-e-overnight-checkpoint-run
3040657,hr,0x2A37,,,hr,61,2026-06-13T00:31:59Z,gate-e-overnight-checkpoint-run
3041727,hr,0x2A37,,,hr,60,2026-06-13T00:32:00Z,gate-e-overnight-checkpoint-run
3042608,hr,0x2A37,,,hr,60,2026-06-13T00:32:01Z,gate-e-overnight-checkpoint-run
3043509,hr,0x2A37,,,hr,60,2026-06-13T00:32:02Z,gate-e-overnight-checkpoint-run
3044710,hr,0x2A37,,,hr,60,2026-06-13T00:32:03Z,gate-e-overnight-checkpoint-run
3045477,hr,0x2A37,,,hr,60,2026-06-13T00:32:04Z,gate-e-overnight-checkpoint-run
3046657,hr,0x2A37,,,hr,60,2026-06-13T00:32:05Z,gate-e-overnight-checkpoint-run
3047427,hr,0x2A37,,,hr,60,2026-06-13T00:32:06Z,gate-e-overnight-checkpoint-run
3048310,hr,0x2A37,,,hr,60,2026-06-13T00:32:07Z,gate-e-overnight-checkpoint-run
3049357,hr,0x2A37,,,hr,60,2026-06-13T00:32:08Z,gate-e-overnight-checkpoint-run
3050255,hr,0x2A37,,,hr,60,2026-06-13T00:32:09Z,gate-e-overnight-checkpoint-run
3051309,hr,0x2A37,,,hr,60,2026-06-13T00:32:10Z,gate-e-overnight-checkpoint-run
3052241,hr,0x2A37,,,hr,61,2026-06-13T00:32:11Z,gate-e-overnight-checkpoint-run
3053107,hr,0x2A37,,,hr,62,2026-06-13T00:32:12Z,gate-e-overnight-checkpoint-run
3054159,hr,0x2A37,,,hr,62,2026-06-13T00:32:13Z,gate-e-overnight-checkpoint-run
3055058,hr,0x2A37,,,hr,62,2026-06-13T00:32:14Z,gate-e-overnight-checkpoint-run
3056107,hr,0x2A37,,,hr,63,2026-06-13T00:32:15Z,gate-e-overnight-checkpoint-run
3057008,hr,0x2A37,,,hr,63,2026-06-13T00:32:16Z,gate-e-overnight-checkpoint-run
3057908,hr,0x2A37,,,hr,62,2026-06-13T00:32:16Z,gate-e-overnight-checkpoint-run
3058845,hr,0x2A37,,,hr,61,2026-06-13T00:32:17Z,gate-e-overnight-checkpoint-run
3059857,hr,0x2A37,,,hr,60,2026-06-13T00:32:18Z,gate-e-overnight-checkpoint-run
3060909,hr,0x2A37,,,hr,59,2026-06-13T00:32:19Z,gate-e-overnight-checkpoint-run
3061809,hr,0x2A37,,,hr,59,2026-06-13T00:32:20Z,gate-e-overnight-checkpoint-run
3062877,hr,0x2A37,,,hr,58,2026-06-13T00:32:21Z,gate-e-overnight-checkpoint-run
3063759,hr,0x2A37,,,hr,58,2026-06-13T00:32:22Z,gate-e-overnight-checkpoint-run
3064659,hr,0x2A37,,,hr,58,2026-06-13T00:32:23Z,gate-e-overnight-checkpoint-run
3065708,hr,0x2A37,,,hr,59,2026-06-13T00:32:24Z,gate-e-overnight-checkpoint-run
3066607,hr,0x2A37,,,hr,59,2026-06-13T00:32:25Z,gate-e-overnight-checkpoint-run
3067660,hr,0x2A37,,,hr,60,2026-06-13T00:32:26Z,gate-e-overnight-checkpoint-run
3068577,hr,0x2A37,,,hr,60,2026-06-13T00:32:27Z,gate-e-overnight-checkpoint-run
3069455,hr,0x2A37,,,hr,59,2026-06-13T00:32:28Z,gate-e-overnight-checkpoint-run
3070508,hr,0x2A37,,,hr,59,2026-06-13T00:32:29Z,gate-e-overnight-checkpoint-run
3071296,hr,0x2A37,,,hr,59,2026-06-13T00:32:30Z,gate-e-overnight-checkpoint-run
3072460,hr,0x2A37,,,hr,59,2026-06-13T00:32:31Z,gate-e-overnight-checkpoint-run
3073359,hr,0x2A37,,,hr,59,2026-06-13T00:32:32Z,gate-e-overnight-checkpoint-run
3074257,hr,0x2A37,,,hr,59,2026-06-13T00:32:33Z,gate-e-overnight-checkpoint-run
3075308,hr,0x2A37,,,hr,59,2026-06-13T00:32:34Z,gate-e-overnight-checkpoint-run
3076229,hr,0x2A37,,,hr,59,2026-06-13T00:32:35Z,gate-e-overnight-checkpoint-run
3077260,hr,0x2A37,,,hr,59,2026-06-13T00:32:36Z,gate-e-overnight-checkpoint-run
3078157,hr,0x2A37,,,hr,60,2026-06-13T00:32:37Z,gate-e-overnight-checkpoint-run
3079060,hr,0x2A37,,,hr,61,2026-06-13T00:32:38Z,gate-e-overnight-checkpoint-run
3080108,hr,0x2A37,,,hr,61,2026-06-13T00:32:39Z,gate-e-overnight-checkpoint-run
3081009,hr,0x2A37,,,hr,61,2026-06-13T00:32:40Z,gate-e-overnight-checkpoint-run
3082058,hr,0x2A37,,,hr,61,2026-06-13T00:32:41Z,gate-e-overnight-checkpoint-run
3082960,hr,0x2A37,,,hr,61,2026-06-13T00:32:41Z,gate-e-overnight-checkpoint-run
3084010,hr,0x2A37,,,hr,60,2026-06-13T00:32:43Z,gate-e-overnight-checkpoint-run
3084908,hr,0x2A37,,,hr,60,2026-06-13T00:32:43Z,gate-e-overnight-checkpoint-run
3085812,hr,0x2A37,,,hr,60,2026-06-13T00:32:44Z,gate-e-overnight-checkpoint-run
3086748,hr,0x2A37,,,hr,60,2026-06-13T00:32:45Z,gate-e-overnight-checkpoint-run
3087760,hr,0x2A37,,,hr,60,2026-06-13T00:32:46Z,gate-e-overnight-checkpoint-run
3088808,hr,0x2A37,,,hr,60,2026-06-13T00:32:47Z,gate-e-overnight-checkpoint-run
3089595,hr,0x2A37,,,hr,60,2026-06-13T00:32:48Z,gate-e-overnight-checkpoint-run
3090609,hr,0x2A37,,,hr,60,2026-06-13T00:32:49Z,gate-e-overnight-checkpoint-run
3091660,hr,0x2A37,,,hr,60,2026-06-13T00:32:50Z,gate-e-overnight-checkpoint-run
3092560,hr,0x2A37,,,hr,59,2026-06-13T00:32:51Z,gate-e-overnight-checkpoint-run
3093606,hr,0x2A37,,,hr,59,2026-06-13T00:32:52Z,gate-e-overnight-checkpoint-run
3094509,hr,0x2A37,,,hr,59,2026-06-13T00:32:53Z,gate-e-overnight-checkpoint-run
3095410,hr,0x2A37,,,hr,57,2026-06-13T00:32:54Z,gate-e-overnight-checkpoint-run
3096459,hr,0x2A37,,,hr,57,2026-06-13T00:32:55Z,gate-e-overnight-checkpoint-run
3097247,hr,0x2A37,,,hr,58,2026-06-13T00:32:56Z,gate-e-overnight-checkpoint-run
3098298,hr,0x2A37,,,hr,58,2026-06-13T00:32:57Z,gate-e-overnight-checkpoint-run
3099310,hr,0x2A37,,,hr,58,2026-06-13T00:32:58Z,gate-e-overnight-checkpoint-run
3100210,hr,0x2A37,,,hr,58,2026-06-13T00:32:59Z,gate-e-overnight-checkpoint-run
3101262,hr,0x2A37,,,hr,58,2026-06-13T00:33:00Z,gate-e-overnight-checkpoint-run
3102053,hr,0x2A37,,,hr,58,2026-06-13T00:33:01Z,gate-e-overnight-checkpoint-run
3103210,hr,0x2A37,,,hr,59,2026-06-13T00:33:02Z,gate-e-overnight-checkpoint-run
3104111,hr,0x2A37,,,hr,60,2026-06-13T00:33:03Z,gate-e-overnight-checkpoint-run
3105010,hr,0x2A37,,,hr,61,2026-06-13T00:33:04Z,gate-e-overnight-checkpoint-run
3106059,hr,0x2A37,,,hr,61,2026-06-13T00:33:05Z,gate-e-overnight-checkpoint-run
3106846,hr,0x2A37,,,hr,61,2026-06-13T00:33:05Z,gate-e-overnight-checkpoint-run
3108009,hr,0x2A37,,,hr,60,2026-06-13T00:33:07Z,gate-e-overnight-checkpoint-run
3108927,hr,0x2A37,,,hr,60,2026-06-13T00:33:07Z,gate-e-overnight-checkpoint-run
3109961,hr,0x2A37,,,hr,60,2026-06-13T00:33:08Z,gate-e-overnight-checkpoint-run
3110748,hr,0x2A37,,,hr,59,2026-06-13T00:33:09Z,gate-e-overnight-checkpoint-run
3111760,hr,0x2A37,,,hr,58,2026-06-13T00:33:10Z,gate-e-overnight-checkpoint-run
3112808,hr,0x2A37,,,hr,58,2026-06-13T00:33:11Z,gate-e-overnight-checkpoint-run
3113725,hr,0x2A37,,,hr,58,2026-06-13T00:33:12Z,gate-e-overnight-checkpoint-run
3114774,hr,0x2A37,,,hr,57,2026-06-13T00:33:13Z,gate-e-overnight-checkpoint-run
3115675,hr,0x2A37,,,hr,57,2026-06-13T00:33:14Z,gate-e-overnight-checkpoint-run
3116555,hr,0x2A37,,,hr,57,2026-06-13T00:33:15Z,gate-e-overnight-checkpoint-run
3117624,hr,0x2A37,,,hr,57,2026-06-13T00:33:16Z,gate-e-overnight-checkpoint-run
3118512,hr,0x2A37,,,hr,59,2026-06-13T00:33:17Z,gate-e-overnight-checkpoint-run
3119562,hr,0x2A37,,,hr,59,2026-06-13T00:33:18Z,gate-e-overnight-checkpoint-run
3120460,hr,0x2A37,,,hr,60,2026-06-13T00:33:19Z,gate-e-overnight-checkpoint-run
3121362,hr,0x2A37,,,hr,60,2026-06-13T00:33:20Z,gate-e-overnight-checkpoint-run
3122412,hr,0x2A37,,,hr,60,2026-06-13T00:33:21Z,gate-e-overnight-checkpoint-run
3123311,hr,0x2A37,,,hr,59,2026-06-13T00:33:22Z,gate-e-overnight-checkpoint-run
3124361,hr,0x2A37,,,hr,59,2026-06-13T00:33:23Z,gate-e-overnight-checkpoint-run
3125262,hr,0x2A37,,,hr,58,2026-06-13T00:33:24Z,gate-e-overnight-checkpoint-run
3126160,hr,0x2A37,,,hr,58,2026-06-13T00:33:25Z,gate-e-overnight-checkpoint-run
3127096,hr,0x2A37,,,hr,57,2026-06-13T00:33:26Z,gate-e-overnight-checkpoint-run
3128110,hr,0x2A37,,,hr,57,2026-06-13T00:33:27Z,gate-e-overnight-checkpoint-run
3129162,hr,0x2A37,,,hr,57,2026-06-13T00:33:28Z,gate-e-overnight-checkpoint-run
3130061,hr,0x2A37,,,hr,57,2026-06-13T00:33:29Z,gate-e-overnight-checkpoint-run
3131112,hr,0x2A37,,,hr,57,2026-06-13T00:33:30Z,gate-e-overnight-checkpoint-run
3132009,hr,0x2A37,,,hr,57,2026-06-13T00:33:31Z,gate-e-overnight-checkpoint-run
3132909,hr,0x2A37,,,hr,57,2026-06-13T00:33:31Z,gate-e-overnight-checkpoint-run
3133961,hr,0x2A37,,,hr,57,2026-06-13T00:33:32Z,gate-e-overnight-checkpoint-run
3134861,hr,0x2A37,,,hr,56,2026-06-13T00:33:33Z,gate-e-overnight-checkpoint-run
3135908,hr,0x2A37,,,hr,56,2026-06-13T00:33:34Z,gate-e-overnight-checkpoint-run
3136811,hr,0x2A37,,,hr,55,2026-06-13T00:33:35Z,gate-e-overnight-checkpoint-run
3137711,hr,0x2A37,,,hr,55,2026-06-13T00:33:36Z,gate-e-overnight-checkpoint-run
3138757,hr,0x2A37,,,hr,56,2026-06-13T00:33:37Z,gate-e-overnight-checkpoint-run
3139662,hr,0x2A37,,,hr,57,2026-06-13T00:33:38Z,gate-e-overnight-checkpoint-run
3140708,hr,0x2A37,,,hr,57,2026-06-13T00:33:39Z,gate-e-overnight-checkpoint-run
3141630,hr,0x2A37,,,hr,58,2026-06-13T00:33:40Z,gate-e-overnight-checkpoint-run
3142531,hr,0x2A37,,,hr,59,2026-06-13T00:33:41Z,gate-e-overnight-checkpoint-run
3143581,hr,0x2A37,,,hr,60,2026-06-13T00:33:42Z,gate-e-overnight-checkpoint-run
3144462,hr,0x2A37,,,hr,60,2026-06-13T00:33:43Z,gate-e-overnight-checkpoint-run
3145510,hr,0x2A37,,,hr,60,2026-06-13T00:33:44Z,gate-e-overnight-checkpoint-run
3146413,hr,0x2A37,,,hr,59,2026-06-13T00:33:45Z,gate-e-overnight-checkpoint-run
3147311,hr,0x2A37,,,hr,59,2026-06-13T00:33:46Z,gate-e-overnight-checkpoint-run
3148382,hr,0x2A37,,,hr,59,2026-06-13T00:33:47Z,gate-e-overnight-checkpoint-run
3149261,hr,0x2A37,,,hr,59,2026-06-13T00:33:48Z,gate-e-overnight-checkpoint-run
3150314,hr,0x2A37,,,hr,58,2026-06-13T00:33:49Z,gate-e-overnight-checkpoint-run
3151213,hr,0x2A37,,,hr,58,2026-06-13T00:33:50Z,gate-e-overnight-checkpoint-run
3152263,hr,0x2A37,,,hr,58,2026-06-13T00:33:51Z,gate-e-overnight-checkpoint-run
3153163,hr,0x2A37,,,hr,58,2026-06-13T00:33:52Z,gate-e-overnight-checkpoint-run
3154062,hr,0x2A37,,,hr,58,2026-06-13T00:33:53Z,gate-e-overnight-checkpoint-run
3155113,hr,0x2A37,,,hr,59,2026-06-13T00:33:54Z,gate-e-overnight-checkpoint-run
3156012,hr,0x2A37,,,hr,59,2026-06-13T00:33:55Z,gate-e-overnight-checkpoint-run
3157063,hr,0x2A37,,,hr,59,2026-06-13T00:33:56Z,gate-e-overnight-checkpoint-run
3157961,hr,0x2A37,,,hr,59,2026-06-13T00:33:56Z,gate-e-overnight-checkpoint-run
3158880,hr,0x2A37,,,hr,59,2026-06-13T00:33:57Z,gate-e-overnight-checkpoint-run
3159798,hr,0x2A37,,,hr,59,2026-06-13T00:33:58Z,gate-e-overnight-checkpoint-run
3160843,hr,0x2A37,,,hr,58,2026-06-13T00:33:59Z,gate-e-overnight-checkpoint-run
3161860,hr,0x2A37,,,hr,59,2026-06-13T00:34:00Z,gate-e-overnight-checkpoint-run
3162646,hr,0x2A37,,,hr,59,2026-06-13T00:34:01Z,gate-e-overnight-checkpoint-run
3163657,hr,0x2A37,,,hr,59,2026-06-13T00:34:02Z,gate-e-overnight-checkpoint-run
3164711,hr,0x2A37,,,hr,60,2026-06-13T00:34:03Z,gate-e-overnight-checkpoint-run
3165613,hr,0x2A37,,,hr,59,2026-06-13T00:34:04Z,gate-e-overnight-checkpoint-run
3166664,hr,0x2A37,,,hr,59,2026-06-13T00:34:05Z,gate-e-overnight-checkpoint-run
3167563,hr,0x2A37,,,hr,60,2026-06-13T00:34:06Z,gate-e-overnight-checkpoint-run
3168482,hr,0x2A37,,,hr,60,2026-06-13T00:34:07Z,gate-e-overnight-checkpoint-run
3169512,hr,0x2A37,,,hr,61,2026-06-13T00:34:08Z,gate-e-overnight-checkpoint-run
3170413,hr,0x2A37,,,hr,62,2026-06-13T00:34:09Z,gate-e-overnight-checkpoint-run
3171462,hr,0x2A37,,,hr,61,2026-06-13T00:34:10Z,gate-e-overnight-checkpoint-run
3172248,hr,0x2A37,,,hr,60,2026-06-13T00:34:11Z,gate-e-overnight-checkpoint-run
3173294,hr,0x2A37,,,hr,58,2026-06-13T00:34:12Z,gate-e-overnight-checkpoint-run
3174312,hr,0x2A37,,,hr,57,2026-06-13T00:34:13Z,gate-e-overnight-checkpoint-run
3175211,hr,0x2A37,,,hr,57,2026-06-13T00:34:14Z,gate-e-overnight-checkpoint-run
3176259,hr,0x2A37,,,hr,57,2026-06-13T00:34:15Z,gate-e-overnight-checkpoint-run
3177161,hr,0x2A37,,,hr,57,2026-06-13T00:34:16Z,gate-e-overnight-checkpoint-run
3178210,hr,0x2A37,,,hr,58,2026-06-13T00:34:17Z,gate-e-overnight-checkpoint-run
3179112,hr,0x2A37,,,hr,59,2026-06-13T00:34:18Z,gate-e-overnight-checkpoint-run
3180013,hr,0x2A37,,,hr,59,2026-06-13T00:34:19Z,gate-e-overnight-checkpoint-run
3181062,hr,0x2A37,,,hr,60,2026-06-13T00:34:20Z,gate-e-overnight-checkpoint-run
3181963,hr,0x2A37,,,hr,61,2026-06-13T00:34:20Z,gate-e-overnight-checkpoint-run
3183014,hr,0x2A37,,,hr,62,2026-06-13T00:34:22Z,gate-e-overnight-checkpoint-run
3183912,hr,0x2A37,,,hr,63,2026-06-13T00:34:22Z,gate-e-overnight-checkpoint-run
3184813,hr,0x2A37,,,hr,64,2026-06-13T00:34:23Z,gate-e-overnight-checkpoint-run
3185863,hr,0x2A37,,,hr,64,2026-06-13T00:34:24Z,gate-e-overnight-checkpoint-run
3186764,hr,0x2A37,,,hr,65,2026-06-13T00:34:25Z,gate-e-overnight-checkpoint-run
3187814,hr,0x2A37,,,hr,65,2026-06-13T00:34:26Z,gate-e-overnight-checkpoint-run
3188708,hr,0x2A37,,,hr,66,2026-06-13T00:34:27Z,gate-e-overnight-checkpoint-run
3189613,hr,0x2A37,,,hr,67,2026-06-13T00:34:28Z,gate-e-overnight-checkpoint-run
3190550,hr,0x2A37,,,hr,67,2026-06-13T00:34:29Z,gate-e-overnight-checkpoint-run
3191564,hr,0x2A37,,,hr,67,2026-06-13T00:34:30Z,gate-e-overnight-checkpoint-run
3192614,hr,0x2A37,,,hr,67,2026-06-13T00:34:31Z,gate-e-overnight-checkpoint-run
3193512,hr,0x2A37,,,hr,68,2026-06-13T00:34:32Z,gate-e-overnight-checkpoint-run
3194413,hr,0x2A37,,,hr,68,2026-06-13T00:34:33Z,gate-e-overnight-checkpoint-run
3195465,hr,0x2A37,,,hr,68,2026-06-13T00:34:34Z,gate-e-overnight-checkpoint-run
3196365,hr,0x2A37,,,hr,68,2026-06-13T00:34:35Z,gate-e-overnight-checkpoint-run
3197415,hr,0x2A37,,,hr,67,2026-06-13T00:34:36Z,gate-e-overnight-checkpoint-run
3198315,hr,0x2A37,,,hr,65,2026-06-13T00:34:37Z,gate-e-overnight-checkpoint-run
3199365,hr,0x2A37,,,hr,63,2026-06-13T00:34:38Z,gate-e-overnight-checkpoint-run
3200276,hr,0x2A37,,,hr,62,2026-06-13T00:34:39Z,gate-e-overnight-checkpoint-run
3201177,hr,0x2A37,,,hr,61,2026-06-13T00:34:40Z,gate-e-overnight-checkpoint-run
3202214,hr,0x2A37,,,hr,61,2026-06-13T00:34:41Z,gate-e-overnight-checkpoint-run
3203113,hr,0x2A37,,,hr,61,2026-06-13T00:34:42Z,gate-e-overnight-checkpoint-run
3204177,hr,0x2A37,,,hr,61,2026-06-13T00:34:43Z,gate-e-overnight-checkpoint-run
3205065,hr,0x2A37,,,hr,61,2026-06-13T00:34:44Z,gate-e-overnight-checkpoint-run
3205848,hr,0x2A37,,,hr,61,2026-06-13T00:34:44Z,gate-e-overnight-checkpoint-run
3207016,hr,0x2A37,,,hr,61,2026-06-13T00:34:46Z,gate-e-overnight-checkpoint-run
3207911,hr,0x2A37,,,hr,61,2026-06-13T00:34:46Z,gate-e-overnight-checkpoint-run
3208962,hr,0x2A37,,,hr,61,2026-06-13T00:34:47Z,gate-e-overnight-checkpoint-run
3209865,hr,0x2A37,,,hr,60,2026-06-13T00:34:48Z,gate-e-overnight-checkpoint-run
3210763,hr,0x2A37,,,hr,61,2026-06-13T00:34:49Z,gate-e-overnight-checkpoint-run
3211696,hr,0x2A37,,,hr,61,2026-06-13T00:34:50Z,gate-e-overnight-checkpoint-run
3212715,hr,0x2A37,,,hr,62,2026-06-13T00:34:51Z,gate-e-overnight-checkpoint-run
3213762,hr,0x2A37,,,hr,63,2026-06-13T00:34:52Z,gate-e-overnight-checkpoint-run
3214665,hr,0x2A37,,,hr,64,2026-06-13T00:34:53Z,gate-e-overnight-checkpoint-run
3215564,hr,0x2A37,,,hr,64,2026-06-13T00:34:54Z,gate-e-overnight-checkpoint-run
3216609,hr,0x2A37,,,hr,63,2026-06-13T00:34:55Z,gate-e-overnight-checkpoint-run
3217513,hr,0x2A37,,,hr,63,2026-06-13T00:34:56Z,gate-e-overnight-checkpoint-run
3218562,hr,0x2A37,,,hr,62,2026-06-13T00:34:57Z,gate-e-overnight-checkpoint-run
3219464,hr,0x2A37,,,hr,62,2026-06-13T00:34:58Z,gate-e-overnight-checkpoint-run
3220514,hr,0x2A37,,,hr,61,2026-06-13T00:34:59Z,gate-e-overnight-checkpoint-run
3221413,hr,0x2A37,,,hr,61,2026-06-13T00:35:00Z,gate-e-overnight-checkpoint-run
3222314,hr,0x2A37,,,hr,61,2026-06-13T00:35:01Z,gate-e-overnight-checkpoint-run
3223364,hr,0x2A37,,,hr,61,2026-06-13T00:35:02Z,gate-e-overnight-checkpoint-run
3224263,hr,0x2A37,,,hr,61,2026-06-13T00:35:03Z,gate-e-overnight-checkpoint-run
3225315,hr,0x2A37,,,hr,61,2026-06-13T00:35:04Z,gate-e-overnight-checkpoint-run
3226213,hr,0x2A37,,,hr,61,2026-06-13T00:35:05Z,gate-e-overnight-checkpoint-run
3227114,hr,0x2A37,,,hr,61,2026-06-13T00:35:06Z,gate-e-overnight-checkpoint-run
3228164,hr,0x2A37,,,hr,61,2026-06-13T00:35:07Z,gate-e-overnight-checkpoint-run
3229064,hr,0x2A37,,,hr,61,2026-06-13T00:35:08Z,gate-e-overnight-checkpoint-run
3230114,hr,0x2A37,,,hr,61,2026-06-13T00:35:09Z,gate-e-overnight-checkpoint-run
3231015,hr,0x2A37,,,hr,60,2026-06-13T00:35:10Z,gate-e-overnight-checkpoint-run
3231912,hr,0x2A37,,,hr,60,2026-06-13T00:35:10Z,gate-e-overnight-checkpoint-run
3232964,hr,0x2A37,,,hr,59,2026-06-13T00:35:11Z,gate-e-overnight-checkpoint-run
3233865,hr,0x2A37,,,hr,59,2026-06-13T00:35:12Z,gate-e-overnight-checkpoint-run
3234915,hr,0x2A37,,,hr,58,2026-06-13T00:35:13Z,gate-e-overnight-checkpoint-run
3235815,hr,0x2A37,,,hr,57,2026-06-13T00:35:14Z,gate-e-overnight-checkpoint-run
3236715,hr,0x2A37,,,hr,57,2026-06-13T00:35:15Z,gate-e-overnight-checkpoint-run
3237783,hr,0x2A37,,,hr,57,2026-06-13T00:35:16Z,gate-e-overnight-checkpoint-run
3238679,hr,0x2A37,,,hr,57,2026-06-13T00:35:17Z,gate-e-overnight-checkpoint-run
3239734,hr,0x2A37,,,hr,57,2026-06-13T00:35:18Z,gate-e-overnight-checkpoint-run
3240614,hr,0x2A37,,,hr,57,2026-06-13T00:35:19Z,gate-e-overnight-checkpoint-run
3241663,hr,0x2A37,,,hr,56,2026-06-13T00:35:20Z,gate-e-overnight-checkpoint-run
3242565,hr,0x2A37,,,hr,56,2026-06-13T00:35:21Z,gate-e-overnight-checkpoint-run
3243463,hr,0x2A37,,,hr,56,2026-06-13T00:35:22Z,gate-e-overnight-checkpoint-run
3244512,hr,0x2A37,,,hr,56,2026-06-13T00:35:23Z,gate-e-overnight-checkpoint-run
3245436,hr,0x2A37,,,hr,56,2026-06-13T00:35:24Z,gate-e-overnight-checkpoint-run
3246462,hr,0x2A37,,,hr,56,2026-06-13T00:35:25Z,gate-e-overnight-checkpoint-run
3247364,hr,0x2A37,,,hr,57,2026-06-13T00:35:26Z,gate-e-overnight-checkpoint-run
3248265,hr,0x2A37,,,hr,57,2026-06-13T00:35:27Z,gate-e-overnight-checkpoint-run
3249198,hr,0x2A37,,,hr,57,2026-06-13T00:35:28Z,gate-e-overnight-checkpoint-run
3250237,hr,0x2A37,,,hr,58,2026-06-13T00:35:29Z,gate-e-overnight-checkpoint-run
3251262,hr,0x2A37,,,hr,58,2026-06-13T00:35:30Z,gate-e-overnight-checkpoint-run
3252183,hr,0x2A37,,,hr,58,2026-06-13T00:35:31Z,gate-e-overnight-checkpoint-run
3253066,hr,0x2A37,,,hr,59,2026-06-13T00:35:32Z,gate-e-overnight-checkpoint-run
3254115,hr,0x2A37,,,hr,59,2026-06-13T00:35:33Z,gate-e-overnight-checkpoint-run
3255012,hr,0x2A37,,,hr,60,2026-06-13T00:35:34Z,gate-e-overnight-checkpoint-run
3256063,hr,0x2A37,,,hr,60,2026-06-13T00:35:35Z,gate-e-overnight-checkpoint-run
3256966,hr,0x2A37,,,hr,60,2026-06-13T00:35:35Z,gate-e-overnight-checkpoint-run
3257864,hr,0x2A37,,,hr,60,2026-06-13T00:35:36Z,gate-e-overnight-checkpoint-run
3258799,hr,0x2A37,,,hr,60,2026-06-13T00:35:37Z,gate-e-overnight-checkpoint-run
3259812,hr,0x2A37,,,hr,60,2026-06-13T00:35:38Z,gate-e-overnight-checkpoint-run
3260863,hr,0x2A37,,,hr,61,2026-06-13T00:35:39Z,gate-e-overnight-checkpoint-run
3261762,hr,0x2A37,,,hr,61,2026-06-13T00:35:40Z,gate-e-overnight-checkpoint-run
3262663,hr,0x2A37,,,hr,61,2026-06-13T00:35:41Z,gate-e-overnight-checkpoint-run
3263714,hr,0x2A37,,,hr,62,2026-06-13T00:35:42Z,gate-e-overnight-checkpoint-run
3264615,hr,0x2A37,,,hr,62,2026-06-13T00:35:43Z,gate-e-overnight-checkpoint-run
3265665,hr,0x2A37,,,hr,63,2026-06-13T00:35:44Z,gate-e-overnight-checkpoint-run
3266564,hr,0x2A37,,,hr,64,2026-06-13T00:35:45Z,gate-e-overnight-checkpoint-run
3267615,hr,0x2A37,,,hr,64,2026-06-13T00:35:46Z,gate-e-overnight-checkpoint-run
3268514,hr,0x2A37,,,hr,64,2026-06-13T00:35:47Z,gate-e-overnight-checkpoint-run
3269414,hr,0x2A37,,,hr,64,2026-06-13T00:35:48Z,gate-e-overnight-checkpoint-run
3270465,hr,0x2A37,,,hr,65,2026-06-13T00:35:49Z,gate-e-overnight-checkpoint-run
3271363,hr,0x2A37,,,hr,66,2026-06-13T00:35:50Z,gate-e-overnight-checkpoint-run
3272415,hr,0x2A37,,,hr,66,2026-06-13T00:35:51Z,gate-e-overnight-checkpoint-run
3273315,hr,0x2A37,,,hr,66,2026-06-13T00:35:52Z,gate-e-overnight-checkpoint-run
3274215,hr,0x2A37,,,hr,64,2026-06-13T00:35:53Z,gate-e-overnight-checkpoint-run
3275264,hr,0x2A37,,,hr,64,2026-06-13T00:35:54Z,gate-e-overnight-checkpoint-run
3276167,hr,0x2A37,,,hr,64,2026-06-13T00:35:55Z,gate-e-overnight-checkpoint-run
3277215,hr,0x2A37,,,hr,63,2026-06-13T00:35:56Z,gate-e-overnight-checkpoint-run
3278115,hr,0x2A37,,,hr,63,2026-06-13T00:35:57Z,gate-e-overnight-checkpoint-run
3279028,hr,0x2A37,,,hr,63,2026-06-13T00:35:58Z,gate-e-overnight-checkpoint-run
3280066,hr,0x2A37,,,hr,63,2026-06-13T00:35:59Z,gate-e-overnight-checkpoint-run
3280981,hr,0x2A37,,,hr,64,2026-06-13T00:35:59Z,gate-e-overnight-checkpoint-run
3282031,hr,0x2A37,,,hr,64,2026-06-13T00:36:01Z,gate-e-overnight-checkpoint-run
3282930,hr,0x2A37,,,hr,64,2026-06-13T00:36:01Z,gate-e-overnight-checkpoint-run
3283831,hr,0x2A37,,,hr,62,2026-06-13T00:36:02Z,gate-e-overnight-checkpoint-run
3284867,hr,0x2A37,,,hr,60,2026-06-13T00:36:03Z,gate-e-overnight-checkpoint-run
3285766,hr,0x2A37,,,hr,59,2026-06-13T00:36:04Z,gate-e-overnight-checkpoint-run
3286816,hr,0x2A37,,,hr,58,2026-06-13T00:36:05Z,gate-e-overnight-checkpoint-run
3287718,hr,0x2A37,,,hr,58,2026-06-13T00:36:06Z,gate-e-overnight-checkpoint-run
3288766,hr,0x2A37,,,hr,57,2026-06-13T00:36:07Z,gate-e-overnight-checkpoint-run
3289667,hr,0x2A37,,,hr,57,2026-06-13T00:36:08Z,gate-e-overnight-checkpoint-run
3290567,hr,0x2A37,,,hr,57,2026-06-13T00:36:09Z,gate-e-overnight-checkpoint-run
3291615,hr,0x2A37,,,hr,58,2026-06-13T00:36:10Z,gate-e-overnight-checkpoint-run
